;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Domingos;;;;;;;;
MAQ;Estado;Medida;Orden de Fabricación;Código PT;Descricpción;REFERENCIA;CANT. PEDIDO;SALDO POR ATENDER;STOCK;UM;FECHA DE EMISION;FECHA DE ENTREGA;RAZON SOCIAL;MARCA;VENDEDOR;DETALLE PRODUCTO;OBSERVACIÓN;Cantidad;U.M.;MT;TP;Inicio Prod ;COLORES;MATERIAL;GRAMAGE;ANCHO;ALTO;CILINDRO;PESO POR MILLAR;PESO REQUERIDO;CANTIDAD DE EMPAQUETADO;TIPO DE ETIQUETA;Horas preparación de máquina;Horas corrección;Horas de Producción;Horas de tabajo (maquina);Dias de la semana;Horas Estimadas;Horas sub total;Dia festivo;Horas totales de producción;Fin de ocupación-Calculado;Fin de Producción-Proyectado;Auxiliar;Fin de Producción;Tipo de Producción;Stock PT;Stock PT (UM);Orden;Columna1
8;Por programar;18X32X10.5;2604-8088;205010225;BOLSA PAPEL KRAFT #12 IMP. MEDITERRANEO;;;;;;;;;;;;;12;MIL;No aplica;No aplica;5/1/2026 0:00:00;ROJO INTENSO;KRAFT;60;59;39;39;13.806;165.672;0;0;0;1;4;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;5/1/2026 6:54:00;Stock;0.00;0.00;56;
8;Por programar;16X29X10;2604-8089;205011998;BOLSA PAPEL ANTIGRASA #08 IMP. DUNKIN DONUTS PQT X 1000 UND;;;;;;;;;;;;;30;MIL;No aplica;No aplica;6/1/2026 0:00:00;NARANJA 165U, FUCSIA 206U;ANTIGRASA;50;56;32;36;10.080;302.400;01 PQT.;MEDIANA;MEDIANA;1;4;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;6/1/2026 10:30:00;Stock;0.00;0.00;57;
8;;15X26.5X9;2604-8146;205013219;BOLSA PAPEL KRAFT #06 IMP. MR. SUSHI 2 COLOR (2026);;;;;;;;;;;;;10;MIL;No aplica;No aplica;7/1/2026 0:00:00;NEGRO Y BLANCO;KRAFT;60;50;27;33;9.900;99.000;0;0;0;1;4;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;58;
8;;15X26.5X9;2604-8151;205012901;SMALL TAKE PAPER BAG KRAFT #6 IMP. TACO BELL (PURPLE);;;;;;;;;;;;;10;MIL;No aplica;No aplica;8/1/2026 0:00:00;MORADO - color purple;KRAFT;60;50;27;33;9.900;99.000;1,000 UND.;CHICA;CHICA;1;4;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;59;
8;;18X32X10.5;2604-8152;205012970;MEDIUM TAKE OUT PAPER KRAFT #12 IMP. TACO BELL (PURPLE) - FSC;;;;;;;;;;;;;10;MIL;No aplica;No aplica;9/1/2026 0:00:00;MORADO - color purple;KRAFT;60;59;39;39;13.806;138.060;1,000 UND.;MEDIANA;MEDIANA;1;4;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;60;
10;;27.7X18X34.5;2603-0742      ;205051635;BOLSA PAPEL LINER #35 C/ASA TROQUEL IMP. DOÑA PAULINA (MARRON DP);se envia fotolito de cajas se agrego direccion;5;5;0;MIL;26/03/2026;16/04/2026;AL PERU GROUP S.A.C.;LINER 100 GR;MARIA PALACIOS;MAQ. 10 -MARRON DP -IMPRESIÓN 01 COLOR 04 CARAS;;10;MIL;No aplica;No aplica;26/4/2026 0:00:00;MARRON DP (4625U);LINNER;98;95;35;47;43.292;432.915;100 UND.;CHICA;CHICA;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2384.466667;
10;;27.7X46X18;2603-0632A;205012632;BOLSA PAPEL LINER #35 ALTO 46 IMP. POLLO REAL;bolsa 35 (alto46) Y 35 C/ASA;18;12;0;MIL;23/03/2026;17/04/2026;EL POLLO REAL S.A.C;LINER 90 GR;MARIA PALACIOS;MAQ 10;;18;MIL;No aplica;No aplica;2/5/2026 0:00:00;MARRON;LINNER KRAFT;90;95;47;47;39.758;715.635;100;CHICA;CHICA;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2390.466667;
10;;27,7X34X18;2603-0632B;205051527;BOLSA PAPEL LINER #35 IMP. POLLO REAL 01 COLOR 01 CARA C/ASA TWIS;bolsa 35 (alto46) Y 35 C/ASA;18;12;0.49;MIL;23/03/2026;17/04/2026;EL POLLO REAL S.A.C;LINER 90 GR;MARIA PALACIOS;MAQ. 10-MARRON;;18;MIL;No aplica;No aplica;8/5/2026 0:00:00;MARRON;LINNER KRAFT;90;95;35;47;39.758;715.635;100 UND.;CHICA;CHICA;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2396.466667;
10;;27.7X34.5X18;2604-0247;205051669;BOLSA PAPEL LINER #35 ALTO 29 C/ASA TWIST IMP.ANTUAN 2026;BOLSA #35 ALTO 29;5;5;0;MIL;10/04/2026;15/05/2026;JSS EXPERIENCIAS S.A.C.;LINER 90 GR;BETSY CERNA P.;MAQ.10-MARRÓN 7624C;;5;MIL;No aplica;No aplica;14/5/2026 0:00:00;P7624C;LINER;98;95;35;41;38.171;190.855;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2402.466667;
10;;27.5x34x18;2603-0751;205050341;BOLSA PAPEL LINER #35 C/ASA TROQUEL IMP. LA LIBERTAD (NEGRO);se envia clisse;10;4.93;0;MIL;27/03/2026;21/04/2026;R.I. INVERSIONES S.A.C.;LINER 100 GR;MARIA PALACIOS;;;5;MIL;No aplica;No aplica;20/5/2026 0:00:00;NEGRO;LINNER KRAFT;100;95;46;46;43.700;218.500;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2408.466667;
10;;27,7X34X18;2603-0716B;205013052;BOLSA PAPEL LINER #35 IMP. ASADOS HECTOR (03 COL - 01 CAR);ASADOS HECTOR (SURCO) , S/2500, PIE DE IMPRENTA VYG;5;5;0;MIL;26/03/2026;25/04/2026;HLY E.I.R.L.;LINER 90 GR;MARGOT MARCHENA;FLEXOGRAFIA-COLORES SEGUN MUESTRA DEL CLIENTE.; ;5;MIL;No aplica;No aplica;26/5/2026 0:00:00;ROJO,VERDE Y DORADO;LINNER;90;95;34;46;39.330;196.650;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2414.466667;
10;;27,7X34X18;2603-0795      ;205012958;BOLSA PAPEL LINER #35 IMP. LA CAFFETTERIA (VERDE);para stock;4;4;0.9;MIL;28/03/2026;7/04/2026;GRUPO IVA S.A.C.;LINER 90 GR;SANTOS NUÑEZ;MAQ 10 -VERDE 01 COLOR 04 CARAS;;5;MIL;No aplica;No aplica;1/6/2026 0:00:00;VERDE;LINER;100;95;34;46;43.700;218.500;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2420.466667;
10;;27.5x34x18;2604-0087;205012947;BOLSA PAPEL KRAFT #35 IMP. .JOHNNY ROCKETS (2025);para stock;5;5;0.1;MIL;6/04/2026;6/04/2026;CORPORACION RESTAURANTERA PERUANA S.A.C.;KRAFT 73 GR;BETSY CERNA P.;MAQ. 10-01 COLOR (ROJO/GCMI 75 );;5;MIL;No aplica;No aplica;7/6/2026 0:00:00;ROJO MATIZ;KRAFT;73;95;34;46;31.901;159.505;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2426.466667;
10;;27.5x34x18;2604-0260;205050485;BOLSA PAPEL LINER #35 C/ASA TWIST IMP. EL TABLON (ROJO - 1 CARA);bolsa con certificacion;10;10;0;MIL;13/04/2026;23/05/2026;EL TABLON SERVICIOS E INVERSIONES S.A.C.;LINER 100 GR;MARIA PALACIOS;;;10;MIL;No aplica;No aplica;13/6/2026 0:00:00;ROJO INTENSO;LINNER KRAFT;100;95;46;46;43.700;437.000;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2432.466667;
10;;27,7X34X18;2604-8102;205013227;BOLSA PAPEL LINER #35 IMP. MEDITERRANEO ( 1 COLOR) DISEÑO 2026;;;;;;;;;;;;NUEVO CLISSE;30;MIL;No aplica;No aplica;19/6/2026 0:00:00;GCMI 74;LINNER KRAFT;98;95;34;46;42.601;1278.018;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2438.466667;
10;;27,7X34X18;2604-0250;205013065;BOLSA PAPEL LINER 90 GR #35 IMP CHIFA GRULLA 2025   (1 CAR -1 COL NEGRO);;5;5;0;MIL;11/04/2026;11/05/2026;GRUPO GRULLA S.A.C.;LINER 90 GR;GISELLA SEGURA;FLEXOGRAFIA-IMP CHIFA GRULLA 1 CAR 1 COL NEGRO-NUEVO DISEÑO 2025;;5;MIL;No aplica;No aplica;17/4/2026 0:00:00;NEGRO;LINNER;100;95;34;46;43.700;218.500;100 UND.;CHICA;CHICA;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2375.466667;
10;;27.7X38X18;2604-0127      ;205013194;BOLSA PAPEL LINER 90 GR #35 ALTO 38.5 IMP D/W TIYAPUY (4 CAR - 1 COL) MARRON;ULTIMO DISEÑO YA TIENE CLISSE;10;3;0;MIL;7/04/2026;28/04/2026;MARGAL INVERSIONES SOCIEDAD ANONIMA CERRADA - MARGAL INVERSIONES S.A.C.;LINER 90 GR;GISELLA SEGURA;FLEXOGRAFIA-D/W TIYAPUY (4 CAR - 1 COL) MARRON-USAR MISMO COLOR DE DONDE WALTER;;10;MIL;No aplica;No aplica;16/4/2026 0:00:00;MARRÓN;LINNER;100;95;38;50;47.500;475.000;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2374.466667;
10;;27,7X38X18;2604-8094;205012807;BOLSA PAPEL LINER #35 CHINA WOK (PQT X 100 UND);;;;;;;;;;;;;35;MIL;No aplica;No aplica;17/4/2026 0:00:00;ROJO PANTONE 485 C, VERDE PANTONE 2422C Y NEGRO;LINNER DUO;100;95;38;50;47.500;1662.500;01 PQT.;CHICA;CHICA;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2375.466667;
10;;27.7X34X18;2604-8092;205013094;BOLSA PAPEL LINER #35 IMP.BEMBOS (PQT X 100) -FSC 2025;;;;;;;;;;;;;280;MIL;No aplica;No aplica;18/4/2026 0:00:00;AMARILLO,AZUL(P286U),ROJO(P2347U);LINNER DUO;100;95;47;47;44.175;12369.000;01 PQT.;CHICA;CHICA;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2376.466667;
10;;27,7X34X18;2604-8093;205012284;BOLSA PAPEL LINER #35 IMP. POPEYES (PQT X 100 UND);;;;;;;;;;;;;190;MIL;No aplica;No aplica;19/4/2026 0:00:00;NARANJA ;LINNER DUO;100;95;34;46;43.700;8303.000;ETIQUETA CON QR;MEDIANA;MEDIANA;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2377.466667;
10;;27.7X29X18;2604-0309      ;205051671;BOLSA PAPEL LINER #35 ALTO 29 C/ ASAS TWIST NATURAL IMP. WARIKE CRIOLLO IMP. (01 CARA - 01 COLOR);IMP. WARIKE CRIOLLO, S/1000, S/ PIE DE IMP.;5;5;0;MIL;13/04/2026;13/05/2026;ECO BOX PACKING S.R.L.;LINER 90 GR;MARGOT MARCHENA;FLEXOGRAFIA-(27.5 X 29 X 18), SIN PIE DE IMPRENTA;;5;MIL;No aplica;No aplica;20/4/2026 0:00:00;NEGRO;LINER;98;95;29;41;38.171;190.855;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2378.466667;
10;;27,7X29X18;2604-8155;205051218;BOLSA PAPEL KRAFT BLANCO #35 ALTO 29 C/ASA TWIST BLANCA IMP. LUCIO CAFE (04 CAR - 02 COL);;;;;;;;;;;;;15;MIL;No aplica;No aplica;21/4/2026 0:00:00;MARRON Y GUINDA;KRAFT BLANCO;80;95;29;41;31.160;467.400;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2379.466667;
10;;27.7X31X15;2604-0084B;205013172;BOLSA PAPEL LINER CHICA #28 IMP. FRIDAYS (PQTE X 200)-FSC;para stock;225;225;151;PQT;6/04/2026;6/04/2026;FRANQUICIAS ALIMENTARIAS S.A.;LINER 100 GR;BETSY CERNA P.;MAQ.10-2 COL (ROJO Y NEGRO) 04 CARAS;;90;MIL;No aplica;No aplica;21/4/2026 0:00:00;ROJO/NEGRO;LINNER;98;88;31;41;35.358;3182.256;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2379.466667;
10;;27.7x31x15;2604-8136;205012615;BOLSA PAPEL LINER #28 IMP. PEDIDOS YA - REGULAR (01 COL - ROJO) X 400 UND;;;;;;;;;;;;;296.6;MIL;No aplica;No aplica;18/4/2026 0:00:00;ROJO-GCMI 73;LINNER;98;88;31;41;35.358;10487.301;01 CJA.;MEDIANA;MEDIANA;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2376.466667;
10;;27.7x31x15;2604-8147;205012652;BOLSA KRAFT BLANCO #28 IMP BIG BOY 4 CARAS 2 COLORES;;;;;;;;;;;;;30;MIL;No aplica;No aplica;19/4/2026 0:00:00;AMARILLO/NEGRO;KRAFT BLANCO;80;88;41;41;28.864;865.920;100 UND.;CHICA;CHICA;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2377.466667;
10;;33X39X17;2604-0117      ;205012824;BOLSA PAPEL KRAFT BLANCO #40 IMP. LA PERFECTA (04 CAR / 01 COLOR) CELESTE;#40 LA PERFECTA, S/1239, SIN PIE DE IMP.;5;5;0;MIL;7/04/2026;7/05/2026;GRUPO CORPORATIVO PACK PERU E.I.R.L.;KRAFT BLANCO 80 GR;MARGOT MARCHENA;MAQUINA:  10-SIN PIE DE IMPRENTA, PANTONE 298U-FLEXOGRAFICA;;5;MIL;No aplica;No aplica;18/4/2026 0:00:00;CELESTE 298 U;KRAFT BLANCO;80;103;39;51;42.024;210.120;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2376.466667;
10;;33X39X17;2604-8108;205012995;BOLSA PAPEL LINER #40 IMP. DON BELISARIO (PQT X 100 UN) - FSC;;;;;;;;;;;;;60;MIL;No aplica;No aplica;19/4/2026 0:00:00;ROJO;LINNER;100;103;51;51;52.530;3151.800;01 PQT.;CHICA;CHICA;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2377.466667;
10;;33X39X17;2604-0202      ;205051267;BOLSA PAPEL LINER #40 C/ASA TWIST IMP. SUPER PET (02 CAR - ROJO);PEDIDO JUNIO 2026;10.213;10.213;0.3;MIL;9/04/2026;28/05/2026;TIENDAS SUPERPET SOCIEDAD ANONIMA CERRADA - TIENDAS SUPERPET S.A.C.;LINER 90 GR;GISELLA SEGURA;MAQ 10;;10.3;MIL;No aplica;No aplica;20/4/2026 0:00:00;ROJO INTENSO;LINNER KRAFT;90;103;39;51;47.277;486.953;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2378.466667;
10;;33X38X17.5;2604-0288B;205051670;BOLSA PAPEL KRAFT BLANCO 110 GR #40 C/ASA TWIST BLANCO  IMP. QUE POTAZA (2 CARAS 1 COLOR - ANARANJADO);POTAZA;5;5;0;MIL;13/04/2026;13/05/2026;INVERSIONES VERSUL S.A.C.;KRAFT BLANCO 110 GR;GISELLA SEGURA;FLEXOGRAFIA-IMP. QUE POTAZA 2 CARAS 1 COLOR - ANARANJADO;;5;MIL;No aplica;No aplica;21/4/2026 0:00:00;P1495U;KRAFT BLANCO;110;103;38;103;116.699;583.495;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2379.466667;
10;;33X39X17;2604-0335      ;205051502;BOLSA PAPEL LINER #40 C/ASA TWIST NEGRA IMP. RIKO KOMBATE (1 CARA - NEGRO);#40 RIKO KOMBATE, S/1000, SIN PIE DE IMPRENTA, ;5;5;0;MIL;14/04/2026;14/05/2026;ECO BOX PACKING S.R.L.;LINER 90 GR;MARGOT MARCHENA;FLEXOGRAFIA-SIN PIE DE IMPRENTA, DISEÑO ACTUALIZADO MARZO 2025 (DIRECCIONES);;5;MIL;No aplica;No aplica;22/4/2026 0:00:00;NEGRO;LINER;90;103;39;51;47.277;236.385;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2380.466667;
10;;33x17x38.5;2604-0394A;205013173;BOLSA PAPEL LINER GRANDE #40 IMP. FRIDAYS (PQTE X 200)-FSC;PARA STOCK MES DE MAYO;100;100;78;PQT;15/04/2026;5/05/2026;FRANQUICIAS ALIMENTARIAS S.A.;LINER 100 GR;BETSY CERNA P.;MAQ.10-2 COL (ROJO Y NEGRO) 04 CARAS;;20;MIL;No aplica;No aplica;20/4/2026 0:00:00;ROJO/NEGRO;LINNER KRUGER;98;103;39;50;50.470;1009.400;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2379.688889;
10;;33X39X17;2604-0458;205050468;BOLSA PAPEL LINER #40 C/ASA TWIST IMP. EL HORNERO;PARA STOCK;7;7;2.55;MIL;18/04/2026;3/05/2026;INVERSIONES JUSTAFOR S.A.C.;LINER 100 GR;MARIA PALACIOS;;;7;MIL;No aplica;No aplica;21/4/2026 0:00:00;MARRON BK;LINNER KRAFT;90;103;51;51;47.277;330.939;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2380.688889;
10;;33X39X17;2604-0469B;205051490;BOLSA PAPEL LINER 90 GR #40 C/ASA TRQUEL IMP SANDWICHES MONSTRUOS (04 CAR - 2 COL) 2025;;10;10;0.075;MIL;20/04/2026;11/05/2026;SANDWICHES MONSTRUOS S.A.C.;LINER 90 GR;GISELLA SEGURA;FLEXOGRAFIA- (04 CAR - 2 COL)  ROJO Y NEGRO;;10;MIL;No aplica;No aplica;22/4/2026 0:00:00;ROJO Y NEGRO;LINNER KRAFT;90;103;39;51;47.277;472.770;0;0;0;1;2;#¡VALOR!;24;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;2380.503704;
10;;27.7X34X18;2604-8092;205013094;BOLSA PAPEL LINER #35 IMP.BEMBOS (PQT X 100) -FSC 2025;;;;;;;;;;;;;200;MIL;No aplica;No aplica;22/4/2026 0:00:00;AMARILLO,AZUL(P286U),ROJO(P2347U);LINNER DUO;100;95;47;47;44.175;8835.000;01 PQT.;CHICA;CHICA;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Stock;0.00;0.00;2381.688889;
10;;27,7X34X18;2604-8093;205012284;BOLSA PAPEL LINER #35 IMP. POPEYES (PQT X 100 UND);;;;;;;;;;;;;100;MIL;No aplica;No aplica;21/4/2026 0:00:00;NARANJA ;LINNER DUO;100;95;34;46;43.700;4370.000;ETIQUETA CON QR;MEDIANA;MEDIANA;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;3/1/2026 18:30:00;Stock;0.00;0.00;2379.466667;
10;Por programar;27,7X38X18;2604-8094;205012807;BOLSA PAPEL LINER #35 CHINA WOK (PQT X 100 UND);;;;;;;;;;;;;100;MIL;No aplica;No aplica;22/4/2026 0:00:00;ROJO PANTONE 485 C, VERDE PANTONE 2422C Y NEGRO;LINNER DUO;100;95;38;50;47.500;4750.000;01 PQT.;CHICA;CHICA;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;2/1/2026 18:30:00;Stock;0.00;0.00;2380.466667;
10;Por programar;27,7X29X18;2604-8095;205051211;BOLSA MEDIANA #35 C/ASA PH PQT. X 100 UND.;;;;;;;;;;;;;20;MIL;No aplica;No aplica;1/1/2026 0:00:00;POR CONFIRMAR;LINNER;98;95;41;41;38.171;763.420;01 PQT.;MEDIANA;MEDIANA;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 10:30:00;Stock;0.00;0.00;42;
10;Por programar;27.7X29X18;2604-8096;205051512;BOLSA KRAFT MEDIANA MT C/ASA NVO.;;;;;;;;;;;;;20;MIL;No aplica;No aplica;1/1/2026 0:00:00;ROJO Y NEGRO;LINNER;98;95;29;41;38.171;763.420;0;0;0;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 10:30:00;Stock;0.00;0.00;32;
10;Por programar;27.7X29X18;2604-8097;205051138;BOLSA LINER MEDIANA C/ASA WANTA (PQT X 100 UND);;;;;;;;;;;;;10;MIL;No aplica;No aplica;1/1/2026 0:00:00;GCMI 74, 10, 82 - MAQ 10 - DISEÑO 2024;LINNER KRAFT;98;95;29;41;38.171;381.710;0;0;0;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 6:30:00;Stock;0.00;0.00;31;
10;Por programar;27.7 X 29 X 18;2604-8098;205051571;BOLSA PAPEL KRAFT MEDIANA C/ASA CH X 100 UN (4 C) - FSC;;;;;;;;;;;;;20;MIL;No aplica;No aplica;1/1/2026 0:00:00;VERDE ROJO AMARILLO AZUL;LINNER KRAFT;98;95;41;41;38.171;763.420;01 PQT.;CHICA;CHICA;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 10:30:00;Stock;0.00;0.00;33;
10;Por programar;33X35X17;2604-8099;205051139;BOLSA LINER GRANDE C/ASA WANTA X 100 UND;;;;;;;;;;;;;5;MIL;No aplica;No aplica;1/1/2026 0:00:00;GCMI74(GUINDA),GCMI10(AMARILLO),GCMI82(NARANJA);LINNER KRAFT;98;103;34;47;46.937;234.686;01 PQT.;MEDIANA;MEDIANA;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 4:30:00;Stock;0.00;0.00;34;
10;Por programar;33X34X17;2604-8100;205051511;BOLSA KRAFT GRANDE MT C/ASA NVO.;;;;;;;;;;;;;20;MIL;No aplica;No aplica;1/1/2026 0:00:00;ROJO Y NEGRO;LINNER;98;103;34;46;46.432;928.648;01 PQT.;MEDIANA;MEDIANA;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 10:30:00;Stock;0.00;0.00;35;
10;Por programar;33X34X17;2604-8101;205051606;BOLSA PAPEL KRAFT GRANDE C/ASA IMP. CH (04 C) PQT X 100 UN - FSC;;;;;;;;;;;;;20;MIL;No aplica;No aplica;1/1/2026 0:00:00;VERDE ROJO AMARILLO AZUL;LINNER KRAFT;100;103;46;46;47.380;947.600;01 PQT.;MEDIANA;MEDIANA;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 10:30:00;Stock;0.00;0.00;36;
10;Por programar;27,7X34X18;2604-8102;205013227;BOLSA PAPEL LINER #35 IMP. MEDITERRANEO ( 1 COLOR) DISEÑO 2026;;;;;;;;;;;;;30;MIL;No aplica;No aplica;1/1/2026 0:00:00;GCMI 74;LINNER KRAFT;98;95;34;46;42.601;1278.018;0;0;0;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 14:30:00;Stock;0.00;0.00;37;
10;Por programar;33X39X17;2604-8103;205011086;BOLSA PAPEL LINER N° 40 SIN IMPRESION;;;;;;;;;;;;;30;MIL;No aplica;No aplica;1/1/2026 0:00:00;NO APLICA;LINNER KRAFT;90;103;51;51;47.277;1418.310;100 UND.;CHICA;CHICA;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 14:30:00;Stock;0.00;0.00;38;
10;Por programar;12.8X24X8;2604-8104;205011192;BOLSA PAPEL LINER Nº 40 ALTO 34 SIN IMP.;;;;;;;;;;;;;20;MIL;No aplica;No aplica;1/1/2026 0:00:00;0;LINNER KRAFT;90;103;46;46;42.642;852.840;0;0;0;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 10:30:00;Stock;0.00;0.00;39;
10;Por programar;27.5x34x18;2604-8105;205010981;BOLSA VYG PAPEL LINER #35 SIN IMPRESION;;;;;;;;;;;;;40;MIL;No aplica;No aplica;1/1/2026 0:00:00;NO APLICA;LINNER KRAFT;100;95;46;46;43.700;1748.000;0;0;0;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 18:30:00;Stock;0.00;0.00;40;
10;Por programar;27.7X29X18;2604-8106;205011045;BOLSA VYG PAPEL LINER #35 ALTO 29 SIN IMPRESION;;;;;;;;;;;;;15;MIL;No aplica;No aplica;1/1/2026 0:00:00;NO APLICA;LINNER KRAFT;90;95;26;41;35.055;525.825;100 UND.;CHICA;CHICA;1;2;#¡VALOR!;24;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 8:30:00;Stock;0.00;0.00;41;
